BIB NO.,AGE,GENDER,CATEGORY,SWIM,T1,BIKE,T2,RUN
3003,45,M,M OPEN,00:19:08,00:04:20,01:13:04,00:01:36,00:51:35
3004,45,M,M OPEN,00:25:04,00:09:08,01:29:34,00:05:14,00:53:59
3005,45,M,M OPEN,00:21:32,00:05:45,01:25:27,00:02:23,01:04:58
3006,45,M,M OPEN,00:20:16,00:04:54,01:18:39,00:02:02,00:53:09
3007,45,M,M OPEN,00:21:49,00:04:15,01:26:33,00:02:25,00:57:07
3009,45,M,M OPEN,00:24:13,00:04:45,01:20:00,00:01:34,01:01:50
3012,45,M,M OPEN,00:22:03,00:05:22,01:15:04,00:02:11,00:52:26
3013,45,M,M OPEN,00:18:38,00:07:29,01:25:21,00:06:53,01:10:24
3014,45,M,M OPEN,00:21:13,00:14:10,01:32:20,00:06:33,01:06:34
3015,45,M,M OPEN,00:30:57,00:06:13,01:33:10,00:04:08,01:08:26
3016,45,M,M OPEN,00:20:15,00:03:41,01:11:03,00:01:54,00:45:52
3017,45,M,M OPEN,00:20:46,00:04:09,01:19:30,00:01:42,01:01:09
3018,45,M,M OPEN,00:19:54,00:04:52,01:14:41,00:02:09,01:00:40
3019,45,M,M OPEN,00:21:35,00:04:56,01:08:29,00:01:28,00:44:10
3021,45,M,M OPEN,00:30:10,00:11:42,01:56:40,00:04:39,01:49:39
3022,45,M,M OPEN,00:23:27,00:03:56,01:09:33,00:01:31,00:51:23
3023,45,M,M OPEN,00:25:01,00:04:20,01:13:39,00:01:24,00:44:05
3025,45,M,M OPEN,00:25:00,00:05:46,01:28:35,00:02:27,00:58:49
3026,45,M,M OPEN,00:27:57,00:09:29,01:32:15,00:03:44,01:11:00
3028,45,M,M OPEN,00:26:28,00:05:20,01:23:38,00:02:26,00:54:37
3031,45,M,M OPEN,00:21:32,00:04:34,01:12:09,00:01:18,00:41:34
3034,45,M,M OPEN,00:25:24,00:05:41,01:22:43,00:01:32,00:55:43
3035,45,M,M OPEN,00:30:05,00:07:20,01:25:20,00:03:24,01:11:35
3036,45,M,M OPEN,00:18:34,00:03:05,01:07:27,00:01:08,00:42:38
3039,45,M,M OPEN,00:21:19,00:04:36,01:10:24,00:01:22,00:46:38
3040,45,M,M OPEN,00:22:54,00:03:19,01:08:28,00:01:11,00:43:23
3041,45,M,M OPEN,00:27:51,00:05:00,01:22:47,00:01:47,00:57:44
3042,45,M,M OPEN,00:23:33,00:06:36,01:19:43,00:02:16,00:57:19
3047,45,M,M OPEN,00:22:02,00:06:10,01:41:14,00:02:03,00:58:43
3049,45,M,M OPEN,00:24:22,00:06:22,01:26:17,00:03:06,01:07:48
3054,46,M,M OPEN,00:20:10,00:05:54,01:29:56,00:02:29,01:02:51
3055,46,M,M OPEN,00:24:32,00:05:13,01:13:22,00:02:52,00:55:49
3056,46,M,M OPEN,00:24:33,00:05:19,01:21:10,00:02:31,00:48:50
3057,46,M,M OPEN,00:21:04,00:04:49,01:21:53,00:04:43,01:11:25
3059,46,M,M OPEN,00:20:25,00:04:30,01:16:45,00:01:28,00:56:58
3061,46,M,M OPEN,00:25:26,00:08:19,01:27:32,00:03:09,01:12:27
3062,46,M,M OPEN,00:18:29,00:08:03,01:09:12,00:01:29,00:54:20
3065,46,M,M OPEN,00:29:24,00:10:56,01:34:00,00:09:29,01:34:39
3066,46,M,M OPEN,00:27:07,00:09:24,01:46:02,00:03:33,01:02:40
3067,46,M,M OPEN,00:18:40,00:05:26,01:06:50,00:01:27,00:43:18
3068,46,M,M OPEN,00:23:38,00:07:45,01:21:09,00:03:16,00:54:38
3069,46,M,M OPEN,00:27:02,00:07:44,01:31:31,00:03:09,01:17:35
3070,46,M,M OPEN,00:20:43,00:06:18,01:14:05,00:02:13,00:48:27
3071,46,M,M OPEN,00:18:27,00:07:44,01:21:30,00:03:32,01:13:05
3072,46,M,M OPEN,00:23:40,00:08:22,01:30:42,00:02:11,01:02:32
3074,46,M,M OPEN,00:27:36,00:08:34,01:31:24,00:02:43,01:08:10
3076,46,M,M OPEN,00:21:42,00:05:08,01:50:39,00:02:05,00:50:34
3078,46,M,M OPEN,00:28:35,00:07:48,01:22:32,00:03:51,01:14:42
3079,46,M,M OPEN,00:21:06,00:05:48,01:15:02,00:02:50,00:59:26
3080,46,M,M OPEN,00:22:30,00:04:36,01:15:35,00:01:38,00:51:42
3082,46,M,M OPEN,00:27:05,00:06:50,01:31:15,00:03:54,01:16:38
3083,46,M,M OPEN,00:26:14,00:05:06,01:14:25,00:02:08,00:47:13
3084,46,M,M OPEN,00:24:23,00:08:03,01:36:08,00:02:39,01:11:12
3089,46,M,M OPEN,00:22:47,00:05:26,01:20:26,00:01:52,01:02:58
3093,46,M,M OPEN,00:29:27,00:09:15,01:55:31,00:05:21,01:39:19
3094,46,M,M OPEN,00:20:42,00:05:46,01:22:54,00:02:39,00:54:12
3095,46,M,M OPEN,00:32:09,00:13:05,01:48:06,00:04:20,01:19:03
3096,46,M,M OPEN,00:26:57,00:07:34,01:28:22,00:05:46,01:13:51
3097,46,M,M OPEN,00:24:38,00:07:01,01:25:13,00:03:24,00:55:17
3098,46,M,M OPEN,00:20:12,00:05:10,01:21:38,00:01:40,00:56:46
3099,46,M,M OPEN,00:22:09,00:06:14,01:25:20,00:03:45,01:10:31
3100,46,M,M OPEN,00:18:00,00:03:19,01:11:08,00:01:13,00:55:02
3101,46,M,M OPEN,00:27:35,00:06:22,01:20:19,00:03:34,00:48:06
3102,46,M,M OPEN,00:24:26,00:05:58,01:25:49,00:01:22,01:04:21
3103,46,M,M OPEN,00:22:45,00:06:48,01:24:05,00:03:18,01:07:39
3104,46,M,M OPEN,00:21:24,00:03:18,01:12:32,00:01:06,00:46:50
3106,46,M,M OPEN,00:23:44,00:05:17,01:23:49,00:01:49,00:53:55
3107,46,M,M OPEN,00:24:27,00:05:16,01:18:32,00:01:26,00:48:59
3114,46,M,M OPEN,00:19:21,00:04:05,01:13:59,00:01:37,00:50:03
3115,46,M,M OPEN,00:22:18,00:07:45,01:24:35,00:03:51,01:01:14
3116,46,M,M OPEN,00:25:48,00:09:16,01:32:30,00:04:49,01:04:13
3118,46,M,M OPEN,00:23:39,00:06:04,01:24:11,00:02:33,00:53:18
3120,46,M,M OPEN,00:20:37,00:07:03,01:17:55,00:03:22,00:54:57
3121,46,M,M OPEN,00:24:47,00:04:51,01:23:20,00:01:57,00:52:32
3122,46,M,M OPEN,00:21:02,00:06:23,01:28:10,00:04:25,00:54:15
3123,46,M,M OPEN,00:21:36,00:04:45,01:17:33,00:02:18,00:57:57
3124,46,M,M OPEN,00:25:36,00:06:23,01:23:33,00:03:47,01:10:50
3127,46,M,M OPEN,00:23:24,00:06:23,01:30:54,00:03:18,00:57:22
3128,46,M,M OPEN,00:22:02,00:04:44,01:15:56,00:01:48,00:55:54
3130,46,M,M OPEN,00:23:58,00:05:53,01:12:50,00:02:19,01:01:55
3131,46,M,M OPEN,00:31:08,00:14:26,01:39:21,00:06:27,01:33:03
3132,46,M,M OPEN,00:25:28,00:06:28,01:19:09,00:01:36,00:56:55
3133,46,M,M OPEN,00:23:16,00:05:09,01:18:02,00:02:23,01:04:01
3134,46,M,M OPEN,00:20:34,00:09:05,01:18:53,00:04:56,00:52:58
3137,46,M,M OPEN,00:18:23,00:04:37,01:06:52,00:01:08,00:43:09
3139,46,M,M OPEN,00:20:32,00:06:54,01:15:58,00:02:35,01:00:40
3141,47,M,M OPEN,00:27:02,00:06:48,01:22:24,00:02:14,01:00:05
3143,47,M,M OPEN,00:22:30,00:04:25,01:19:28,00:01:59,01:06:02
3144,47,M,M OPEN,00:24:09,00:06:49,01:26:55,00:02:01,01:15:39
3145,47,M,M OPEN,00:27:27,00:04:49,01:22:39,00:02:25,01:02:07
3147,47,M,M OPEN,00:23:30,00:05:45,01:21:28,00:01:53,00:53:34
3151,47,M,M OPEN,00:20:47,00:10:11,01:31:59,00:05:04,01:22:29
3153,47,M,M OPEN,00:22:18,00:03:59,01:10:57,00:01:26,00:45:12
3154,47,M,M OPEN,00:25:02,00:06:10,01:26:36,00:02:13,01:13:24
3156,47,M,M OPEN,00:21:42,00:05:34,01:23:32,00:01:39,00:49:04
3157,47,M,M OPEN,00:20:11,00:05:15,01:23:28,00:01:43,00:57:26
3158,47,M,M OPEN,00:25:30,00:05:33,01:31:41,00:01:40,01:12:17
3159,47,M,M OPEN,00:26:12,00:09:33,01:27:46,00:04:17,00:59:27
3160,47,M,M OPEN,00:20:24,00:06:35,01:24:16,00:03:37,01:27:23
3163,47,M,M OPEN,00:24:02,00:06:18,01:16:12,00:02:15,01:07:56
3164,47,M,M OPEN,00:30:01,00:06:57,01:17:56,00:02:54,00:57:48
3165,47,M,M OPEN,00:32:59,00:12:10,01:33:48,00:06:58,01:01:25
3167,47,M,M OPEN,00:21:50,00:04:22,01:13:59,00:02:21,00:47:39
3168,47,M,M OPEN,00:19:38,00:04:44,01:11:29,00:01:26,00:52:12
3171,47,M,M OPEN,00:19:09,00:04:29,01:09:47,00:02:06,00:47:27
3175,47,M,M OPEN,00:19:14,00:05:22,01:16:17,00:01:46,00:49:19
3176,47,M,M OPEN,00:26:20,00:04:38,01:12:51,00:01:42,00:46:22
3178,47,M,M OPEN,00:21:29,00:05:11,01:12:53,00:01:39,00:55:05
3179,47,M,M OPEN,00:27:06,00:07:21,01:26:08,00:02:58,01:12:59
3180,47,M,M OPEN,00:24:23,00:05:25,01:22:25,00:01:56,00:59:02
3183,47,M,M OPEN,00:28:41,00:05:25,01:23:46,00:03:28,00:57:02
3184,47,M,M OPEN,00:35:59,00:09:12,01:50:12,00:05:41,01:27:02
3187,47,M,M OPEN,00:26:36,00:06:19,01:12:37,00:02:37,00:56:04
3190,47,M,M OPEN,00:23:51,00:05:36,01:14:56,00:01:27,00:49:35
3191,47,M,M OPEN,00:19:21,00:03:54,01:13:08,00:01:23,00:53:06
3194,47,M,M OPEN,00:17:34,00:03:55,01:10:24,00:01:22,00:52:51
3196,47,M,M OPEN,00:19:24,00:07:19,01:27:18,00:02:46,01:14:10
3198,47,M,M OPEN,00:21:55,00:04:10,01:08:29,00:01:30,00:51:35
3199,47,M,M OPEN,00:20:45,00:05:26,01:09:47,00:02:49,00:51:04
3201,47,M,M OPEN,00:27:04,00:06:46,01:20:00,00:02:48,00:50:15
3202,47,M,M OPEN,00:19:58,00:04:19,01:09:42,00:01:11,00:45:57
3203,47,M,M OPEN,00:20:36,00:04:39,01:14:26,00:01:23,00:49:38
3204,47,M,M OPEN,00:39:13,00:05:40,01:30:04,00:04:50,00:51:38
3205,47,M,M OPEN,00:19:17,00:03:52,01:10:16,00:01:19,00:44:11
3206,47,M,M OPEN,00:22:19,00:06:19,01:36:01,00:01:50,00:55:12
3207,47,M,M OPEN,00:21:05,00:05:04,01:13:04,00:02:19,00:51:03
3209,47,M,M OPEN,00:22:35,00:07:26,01:23:24,00:03:55,00:58:54
3210,47,M,M OPEN,00:22:29,00:06:57,01:21:36,00:03:13,01:05:16
3211,47,M,M OPEN,00:18:31,00:06:23,01:28:35,00:04:55,01:17:32
3212,47,M,M OPEN,00:32:01,00:08:23,01:47:42,00:04:00,01:23:26
3214,47,M,M OPEN,00:22:11,00:04:39,01:09:02,00:01:28,00:45:45
3216,47,M,M OPEN,00:26:01,00:07:25,01:26:40,00:04:56,01:18:05
3218,47,M,M OPEN,00:17:11,00:03:47,01:10:09,00:01:06,00:42:06
3219,47,M,M OPEN,00:29:46,00:06:42,01:20:40,00:03:26,00:57:10
3223,47,M,M OPEN,00:34:32,00:09:16,01:27:59,00:06:55,01:17:25
3224,47,M,M OPEN,00:23:01,00:08:25,01:25:56,00:04:08,01:01:13
3225,47,M,M OPEN,00:20:45,00:04:05,01:15:42,00:02:10,00:52:33
3227,48,M,M OPEN,00:24:05,00:06:14,01:14:50,00:02:11,00:49:59
3228,48,M,M OPEN,00:21:17,00:09:11,01:24:55,00:05:15,01:14:32
3229,48,M,M OPEN,00:25:12,00:10:47,01:25:58,00:03:16,00:51:55
3230,48,M,M OPEN,00:21:39,00:05:44,01:16:24,00:02:02,00:46:07
3231,48,M,M OPEN,00:22:34,00:05:47,01:18:19,00:01:57,00:50:20
3233,48,M,M OPEN,00:22:03,00:06:59,01:31:52,00:03:31,01:04:00
3239,48,M,M OPEN,00:21:15,00:07:54,01:25:28,00:03:30,00:59:10
3240,48,M,M OPEN,00:22:18,00:05:43,01:17:04,00:01:57,01:01:07
3241,48,M,M OPEN,00:23:05,00:08:25,01:25:36,00:04:33,01:14:58
3242,48,M,M OPEN,00:21:54,00:04:59,01:12:20,00:02:10,00:47:01
3245,48,M,M OPEN,00:19:45,00:04:18,01:20:27,00:01:29,00:52:29
3246,48,M,M OPEN,00:23:34,00:06:28,01:23:47,00:02:55,01:06:09
3247,48,M,M OPEN,00:26:24,00:06:50,01:18:11,00:02:43,01:04:56
3248,48,M,M OPEN,00:26:56,00:06:16,01:26:20,00:03:25,01:00:52
3250,48,M,M OPEN,00:23:03,00:09:00,01:31:17,00:04:33,01:34:26
3251,48,M,M OPEN,00:31:21,00:07:58,01:28:33,00:04:38,01:09:01
3252,48,M,M OPEN,00:24:41,00:04:53,01:11:10,00:01:33,00:56:06
3253,48,M,M OPEN,00:19:15,00:04:00,01:16:58,00:01:27,00:47:44
3255,48,M,M OPEN,00:21:30,00:03:58,01:18:26,00:01:57,00:59:33
3256,48,M,M OPEN,00:24:42,00:06:21,01:19:20,00:01:42,01:00:36
3257,48,M,M OPEN,00:33:57,00:08:42,01:28:34,00:07:05,01:13:14
3259,48,M,M OPEN,00:27:03,00:11:47,01:38:45,00:06:31,01:08:25
3261,48,M,M OPEN,00:20:49,00:07:45,01:27:23,00:02:14,01:06:38
3264,48,M,M OPEN,00:23:52,00:05:44,01:11:38,00:02:26,00:52:44
3265,48,M,M OPEN,00:21:16,00:05:55,01:15:46,00:02:32,00:52:37
3268,48,M,M OPEN,00:25:55,00:09:07,01:34:22,00:05:23,01:26:14
3269,48,M,M OPEN,00:21:13,00:04:59,01:20:52,00:04:00,01:01:04
3270,48,M,M OPEN,00:22:23,00:05:49,01:16:25,00:01:29,00:45:42
3271,48,M,M OPEN,00:20:53,00:04:53,01:18:26,00:01:43,00:45:54
3272,48,M,M OPEN,00:22:45,00:06:46,01:26:37,00:01:51,01:00:27
3273,40,M,M OPEN,00:26:48,00:08:12,01:24:23,00:03:19,01:06:34
3276,48,M,M OPEN,00:27:11,00:05:23,01:15:43,00:02:12,00:59:07
3277,48,M,M OPEN,00:26:56,00:07:35,01:29:50,00:05:20,01:12:36
3281,48,M,M OPEN,00:27:10,00:05:54,01:23:25,00:04:02,00:58:25
3282,48,M,M OPEN,00:22:00,00:05:21,01:11:56,00:02:04,00:47:56
3285,48,M,M OPEN,00:23:39,00:05:46,01:23:23,00:02:34,01:05:30
3289,48,M,M OPEN,00:29:11,00:10:08,01:18:51,00:03:32,01:01:51
3290,48,M,M OPEN,00:26:28,00:06:40,01:28:13,00:02:22,01:06:25
3292,48,M,M OPEN,00:20:28,00:05:02,01:19:28,00:01:57,00:51:42
3293,48,M,M OPEN,00:24:16,00:05:58,01:17:53,00:01:58,00:51:28
3294,48,M,M OPEN,00:20:27,00:05:08,01:12:01,00:02:05,00:59:38
3297,48,M,M OPEN,00:28:12,00:05:26,01:22:42,00:04:45,00:53:13
3300,48,M,M OPEN,00:25:20,00:05:49,01:23:57,00:02:26,00:54:20
3301,49,M,M OPEN,00:22:47,00:09:54,01:29:17,00:02:12,01:10:30
3302,49,M,M OPEN,00:20:39,00:04:12,01:06:29,00:01:09,00:43:52
3303,49,M,M OPEN,00:21:12,00:04:45,01:16:25,00:01:19,00:51:19
3304,49,M,M OPEN,00:23:24,00:06:21,01:31:34,00:03:14,01:21:43
3306,49,M,M OPEN,00:24:54,00:06:56,01:33:43,00:01:48,00:58:37
3307,49,M,M OPEN,00:30:58,00:08:31,01:20:44,00:05:18,01:18:13
3308,49,M,M OPEN,00:25:56,00:08:32,01:37:25,00:04:27,01:09:49
3309,49,M,M OPEN,00:21:56,00:05:36,01:16:00,00:02:40,00:53:40
3310,49,M,M OPEN,00:21:10,00:09:54,01:13:00,00:02:35,00:53:44
3312,49,M,M OPEN,00:24:06,00:07:11,01:35:17,00:03:28,01:17:42
3313,49,M,M OPEN,00:36:47,00:12:36,01:42:08,00:07:42,01:03:22
3315,49,M,M OPEN,00:23:01,00:09:05,01:33:58,00:03:49,01:22:20
3316,49,M,M OPEN,00:20:49,00:03:47,01:09:47,00:01:20,00:43:53
3317,49,M,M OPEN,00:22:25,00:07:15,01:27:35,00:02:46,01:05:38
3319,49,M,M OPEN,00:21:14,00:04:44,01:13:51,00:01:44,00:52:27
3320,49,M,M OPEN,00:26:51,00:08:10,01:33:13,00:03:17,01:11:15
3322,49,M,M OPEN,00:24:39,00:11:57,01:22:18,00:06:10,01:10:31
3323,49,M,M OPEN,00:20:27,00:06:23,01:28:25,00:03:05,00:57:31
3324,49,M,M OPEN,00:27:21,00:05:40,01:16:12,00:01:57,00:46:21
3325,49,M,M OPEN,00:20:47,00:03:47,01:15:07,00:01:22,00:47:41
3326,49,M,M OPEN,00:22:27,00:04:28,01:17:56,00:01:58,00:55:42
3327,49,M,M OPEN,00:26:32,00:08:20,01:27:52,00:03:13,00:55:54
3328,49,M,M OPEN,00:20:39,00:05:55,01:23:55,00:01:57,00:49:36
3331,49,M,M OPEN,00:26:27,00:08:42,01:26:51,00:04:33,01:15:57
3333,49,M,M OPEN,00:21:33,00:09:19,01:30:15,00:04:46,01:26:11
3334,49,M,M OPEN,00:21:06,00:04:39,01:25:27,00:02:35,00:56:48
3335,49,M,M OPEN,00:29:19,00:06:10,01:25:19,00:02:55,01:11:45
3336,49,M,M OPEN,00:26:43,00:06:31,01:25:37,00:02:38,00:54:59
3338,49,M,M OPEN,00:25:02,00:07:35,01:29:10,00:02:57,01:02:34
3339,49,M,M OPEN,00:29:25,00:08:56,01:17:28,00:01:19,00:54:55
3340,49,M,M OPEN,00:36:23,00:11:34,01:33:02,00:03:08,00:57:59
3341,49,M,M OPEN,00:24:13,00:05:11,01:17:34,00:02:20,00:56:20
3346,49,M,M OPEN,00:29:41,00:08:28,01:25:32,00:02:11,01:09:49
3347,49,M,M OPEN,00:25:53,00:04:57,01:17:29,00:01:41,00:53:56
3348,49,M,M OPEN,00:20:54,00:06:43,01:23:29,00:02:43,00:54:00
3349,49,M,M OPEN,00:24:59,00:04:41,01:15:57,00:02:37,01:02:02
3350,49,M,M OPEN,00:19:07,00:04:04,01:08:19,00:01:33,00:45:28
3352,49,M,M OPEN,00:21:58,00:05:12,01:19:26,00:02:09,00:58:20
3353,49,M,M OPEN,00:26:23,00:07:19,01:25:02,00:02:18,00:57:52
3354,49,M,M OPEN,00:21:15,00:05:25,01:22:15,00:02:04,00:53:11
3355,49,M,M OPEN,00:31:11,00:07:37,01:18:04,00:04:41,01:11:56
3356,49,M,M OPEN,00:20:28,00:03:53,01:08:38,00:01:27,00:47:58
3357,49,M,M OPEN,00:24:39,00:06:16,01:21:38,00:05:04,01:20:26
3358,49,M,M OPEN,00:17:16,00:03:11,01:06:08,00:01:04,00:42:14
3359,49,M,M OPEN,00:20:23,00:08:14,01:22:40,00:02:47,00:58:56
3360,49,M,M OPEN,00:21:11,00:05:29,01:13:01,00:01:54,00:42:48
3365,49,M,M OPEN,00:21:20,00:05:24,01:14:02,00:01:58,00:52:20
3369,49,M,M OPEN,00:28:38,00:16:54,01:34:17,00:04:33,01:29:25
3370,49,M,M OPEN,00:18:40,00:04:14,01:10:52,00:01:54,00:53:15
3371,49,M,M OPEN,00:19:22,00:06:32,01:28:29,00:02:59,00:59:58
3374,49,M,M OPEN,00:18:21,00:03:56,01:08:52,00:01:34,01:13:01
3375,29,F,F OPEN,00:31:38,00:07:51,01:24:52,00:02:48,01:14:26
3377,31,F,F OPEN,00:27:33,00:08:18,01:44:14,00:02:52,01:00:39
3379,34,F,F OPEN,00:21:42,00:03:43,01:14:52,00:01:36,00:49:45
3380,34,F,F OPEN,00:29:54,00:10:20,02:10:46,00:04:08,01:18:28
3382,39,F,F OPEN,00:20:45,00:07:37,01:32:59,00:02:21,01:01:33
3385,19,M,M OPEN,00:23:14,00:05:18,01:21:48,00:01:55,00:51:50
3386,25,M,M OPEN,00:23:48,00:06:48,02:02:34,00:02:08,00:53:38
3387,26,M,M OPEN,00:24:22,00:07:00,01:49:52,00:02:23,01:18:08
3388,27,M,M OPEN,00:19:22,00:04:50,01:25:46,00:01:42,01:00:04
3389,28,M,M OPEN,00:20:34,00:04:13,01:21:09,00:01:11,00:45:53
3390,29,M,M OPEN,00:30:19,00:12:11,01:41:36,00:03:46,01:05:13
3392,29,M,M OPEN,00:23:16,00:06:45,01:22:06,00:01:41,00:52:20
3393,31,M,M OPEN,00:26:18,00:08:36,01:46:30,00:04:06,01:15:29
3394,32,M,M OPEN,00:20:33,00:04:11,01:10:48,00:01:15,00:47:07
3395,32,M,M OPEN,00:25:29,00:09:07,01:39:10,00:02:56,01:06:21
3396,32,M,M OPEN,00:25:33,00:04:30,01:17:40,00:01:42,00:53:34
3398,33,M,M OPEN,00:25:08,00:10:45,01:26:26,00:06:07,00:58:42
3399,33,M,M OPEN,00:31:24,00:10:41,01:29:39,00:04:01,01:06:53
3400,33,M,M OPEN,00:24:12,00:05:48,01:26:08,00:02:41,01:29:10
3401,34,M,M OPEN,00:26:03,00:09:39,01:29:36,00:03:53,00:50:39
3402,35,M,M OPEN,00:28:38,00:08:01,01:23:49,00:01:48,01:04:31
3403,35,M,M OPEN,00:54:05,00:09:59,01:38:39,00:09:34,01:24:46
3404,35,M,M OPEN,00:17:33,00:05:46,01:14:54,00:01:42,00:45:33
3405,35,M,M OPEN,00:25:37,00:04:41,01:16:20,00:02:04,00:51:22
3407,36,M,M OPEN,00:23:57,00:11:41,01:21:30,00:09:35,00:57:01
3409,37,M,M OPEN,00:22:56,00:07:55,01:28:11,00:06:52,01:09:48
3412,38,M,M OPEN,00:24:03,00:05:42,01:29:47,00:04:09,00:56:33
3413,38,M,M OPEN,00:18:36,00:04:23,01:13:51,00:01:43,00:52:02
3415,39,M,M OPEN,00:27:37,00:05:15,01:18:25,00:01:55,00:53:25
3416,39,M,M OPEN,00:20:50,00:04:21,01:09:55,00:01:52,00:50:32
3417,39,M,M OPEN,00:20:38,00:05:17,01:16:34,00:02:24,00:59:56
3421,40,M,M OPEN,00:25:59,00:08:59,01:23:33,00:04:36,00:56:37
3422,40,M,M OPEN,00:31:36,00:10:11,01:32:15,00:03:55,01:05:32
3423,40,M,M OPEN,00:21:43,00:07:09,01:19:53,00:01:59,00:54:57
3425,42,M,M OPEN,00:25:39,00:08:36,01:19:03,00:03:11,00:59:00
3427,50,M,M OPEN,00:21:09,00:05:24,01:18:12,00:02:28,00:52:44
3429,44,M,M OPEN,00:29:01,00:08:06,01:30:24,00:03:52,01:02:03
3432,44,M,M OPEN,00:27:26,00:14:22,01:31:41,00:06:32,01:08:37
3433,44,M,M OPEN,00:24:47,00:08:27,01:24:13,00:03:20,01:01:26
3437,46,M,M OPEN,00:27:06,00:06:27,01:37:36,00:05:53,01:35:04
3438,46,M,M OPEN,00:23:07,00:06:25,01:20:40,00:04:08,01:10:07
3439,47,M,M OPEN,00:18:57,00:05:55,01:21:04,00:03:10,00:56:24
3440,47,M,M OPEN,00:27:23,00:12:11,01:28:23,00:02:36,01:05:28
3441,48,M,M OPEN,00:22:09,00:04:04,01:11:52,00:01:20,00:42:24
3443,48,M,M OPEN,00:26:02,00:07:32,01:19:42,00:03:37,01:06:47
3444,49,M,M OPEN,00:25:05,00:08:40,01:23:41,00:04:04,01:27:27
3445,49,M,M OPEN,00:33:14,00:07:14,01:32:28,00:01:52,00:55:48
3446,49,M,M OPEN,00:23:30,00:07:42,01:18:42,00:04:33,01:04:33
3448,50,M,M OPEN,00:22:48,00:05:23,01:20:09,00:03:31,01:01:07
3449,50,M,M OPEN,00:33:17,00:08:28,01:49:12,00:03:25,01:12:42
3451,51,M,M OPEN,00:35:02,00:19:53,01:42:48,00:09:27,01:13:51
3452,53,M,M OPEN,00:21:07,00:04:40,01:16:58,00:02:46,00:51:42
3453,37,M,M OPEN,00:22:38,00:04:07,01:05:29,00:01:20,00:38:44
3455,53,M,M OPEN,00:24:16,00:05:48,01:16:50,00:01:53,01:04:25
3456,57,M,M OPEN,00:24:30,00:08:00,01:27:58,00:03:14,01:00:03
3457,58,M,M OPEN,00:19:24,00:04:56,01:14:58,00:02:05,00:53:21
3458,59,M,M OPEN,00:31:06,00:10:42,01:32:19,00:04:15,00:58:29
3459,61,M,M OPEN,00:33:43,00:06:25,01:25:58,00:03:11,01:15:23
3460,62,M,M OPEN,00:32:40,00:09:33,01:41:22,00:05:28,01:30:27
3461,29,M,M OPEN,00:27:15,00:08:25,01:52:35,00:03:55,01:27:19
3462,30,M,CLY,00:25:44,00:07:45,01:27:54,00:03:06,01:05:21
3469,31,M,CLY,00:28:54,00:12:40,01:59:18,00:04:33,00:57:33
3470,32,M,CLY,00:30:08,00:07:07,01:19:20,00:02:42,01:05:18
3471,33,M,CLY,00:22:02,00:05:08,01:20:04,00:03:06,01:00:44
3472,33,M,CLY,00:27:35,00:15:56,01:27:11,00:13:48,01:12:33
3476,35,M,CLY,00:25:45,00:06:42,01:16:00,00:02:16,01:02:18
3478,35,M,CLY,00:17:21,00:04:29,01:17:06,00:01:33,00:52:41
3480,35,M,CLY,00:22:55,00:07:37,01:31:07,00:01:57,01:29:15
3481,35,M,CLY,00:26:12,00:06:07,01:23:50,00:02:07,01:09:13
3483,36,M,CLY,00:25:11,00:08:07,01:43:10,00:08:13,01:40:24
3485,36,M,CLY,00:31:30,00:08:16,01:33:17,00:05:03,01:14:07
3488,36,M,CLY,00:26:32,00:06:43,01:21:00,00:02:25,01:19:22
3489,37,M,CLY,00:23:10,00:05:22,01:20:39,00:02:10,00:51:12
3491,37,M,CLY,00:27:26,00:06:25,01:25:38,00:02:44,01:20:19
3492,37,M,CLY,00:27:21,00:08:00,01:54:27,00:02:31,01:17:30
3493,37,M,CLY,00:23:02,00:05:57,01:18:22,00:02:06,01:18:09
3495,38,M,CLY,00:28:28,00:08:31,01:23:10,00:03:17,01:06:32
3497,39,M,CLY,00:35:02,00:07:58,01:51:22,00:06:23,01:31:06
3498,39,M,CLY,00:23:24,00:05:45,01:15:32,00:02:34,00:56:49
3499,39,M,CLY,00:21:49,00:05:55,01:23:14,00:02:48,01:05:51
3501,39,M,CLY,00:24:46,00:06:48,01:37:19,00:02:30,01:38:27
3502,39,M,CLY,00:18:27,00:04:11,01:12:59,00:02:01,00:56:17
3503,39,M,CLY,00:28:38,00:08:26,01:37:47,00:03:06,01:17:03
3504,39,M,CLY,00:23:33,00:06:18,01:22:26,00:01:34,01:14:11
3506,31,M,CLY,00:23:28,00:05:28,01:11:12,00:01:38,01:01:51
3507,40,M,CLY,00:25:02,00:06:01,01:24:52,00:04:16,01:18:01
3509,40,M,CLY,00:25:08,00:06:44,01:17:03,00:01:57,00:51:51
3516,42,M,CLY,00:24:14,00:06:15,01:18:13,00:03:34,01:14:33
3520,43,M,CLY,00:25:04,00:14:40,01:26:55,00:06:51,01:12:56
3522,44,M,CLY,00:23:35,00:05:54,01:17:57,00:02:29,01:00:42
3524,44,M,CLY,00:26:11,00:05:29,01:13:52,00:02:14,00:58:22
3525,44,M,CLY,00:23:38,00:05:12,01:21:27,00:01:38,01:05:46
3526,44,M,CLY,00:29:10,00:08:05,01:38:40,00:03:25,01:19:06
3528,44,M,CLY,00:24:23,00:06:12,01:31:11,00:02:41,01:08:17
3533,45,M,CLY,00:25:40,00:07:24,01:19:21,00:03:33,01:04:07
